Source Target Weight
小环 白痴 6
小环 白皙 9
小环 过敏 4
小环 谢谢 8
小环 小猴子 12
小环 王掌柜 24
小环 小丫头 4
小环 顾忌 4
小环 贝齿 9
小环 碧瑶 68
小环 阴灵 10
小环 莫测 6
小环 秀眉 7
小环 容颜 9
小环 阴晴不定 9
小环 如玉 5
小环 不免有些 6
小环 言辞 4
小环 小姑娘 24
小环 鬼王 4
小环 张口 5
小环 周大 6
小环 凡夫俗子 4
小环 闻言 7
小妹妹 张小凡 4
冷清 田不易 4
冷清 碧瑶 4
冷清 陆雪琪 4
冷清 周一仙 4
冷清 石头 4
冷清 张小凡 5
松柏 张小凡 4
和尚 金瓶儿 10
和尚 法相 29
和尚 张小凡 27
和尚 普泓 10
和尚 神僧 8
和尚 普智 26
和尚 慈祥 4
和尚 老僧 5
和尚 道玄真人 6
和尚 法善 14
和尚 鬼王 11
和尚 老夫 4
和尚 白净 7
张小凡 野狗道人 146
张小凡 张小兄 16
张小凡 张大 36
张小凡 老家伙 10
张小凡 向楚 6
张小凡 呼啸声 13
张小凡 段雷 8
张小凡 龙飞凤舞 6
张小凡 那小叉 4
张小凡 王二叔 35
张小凡 道玄 4
张小凡 苏醒 4
张小凡 幽姬 8
张小凡 敬佩 5
张小凡 小灰 465
张小凡 寻思 6
张小凡 小丘 4
张小凡 普智 95
张小凡 冷汗 30
张小凡 了什 5
张小凡 老和尚 15
张小凡 小凡 140
张小凡 陆雪琪 753
张小凡 田灵儿 745
张小凡 言语 17
张小凡 石头 309
张小凡 商正梁 12
张小凡 殷红 23
张小凡 阴冷 4
张小凡 冷冰冰 11
张小凡 关怀 7
张小凡 终於 16
张小凡 安静 75
张小凡 师姐 289
张小凡 藉口 4
张小凡 周一仙 60
张小凡 何曾 4
张小凡 黑云 13
张小凡 张嘴 15
张小凡 万人往 77
张小凡 白光闪 4
张小凡 掌之力 6
张小凡 巨剑 7
张小凡 老六杜 4
张小凡 天高云淡 4
张小凡 石洞里 4
张小凡 光辉 4
张小凡 楚誉宏 33
张小凡 沙沙声 6
张小凡 阴灵 66
张小凡 玉树临风 8
张小凡 道玄真人 176
张小凡 习得佛 4
张小凡 清辉 4
张小凡 小镇 10
张小凡 金刚 10
张小凡 师兄 565
张小凡 师傅 9
张小凡 普泓 28
张小凡 老二 4
张小凡 张望 19
张小凡 小叉 5
张小凡 容颜 31
张小凡 明白 86
张小凡 盛怒 5
张小凡 水波荡漾 6
张小凡 老祖宗 11
张小凡 彭昌 24
张小凡 冷清 5
张小凡 恩师 7
张小凡 伏魔 4
张小凡 玄蛇 38
张小凡 老先生 9
张小凡 吸血老妖 118
张小凡 云霞 11
张小凡 黑节竹 4
张小凡 小姐 16
张小凡 田不易 588
张小凡 安危 5
张小凡 老远 28
张小凡 那文士 8
张小凡 有什 10
张小凡 云易岚 4
张小凡 生辉 6
张小凡 向东 8
张小凡 仰天 8
张小凡 石洞 40
张小凡 师娘 137
张小凡 孙女 7
张小凡 雪琪 170
张小凡 徐徐 5
张小凡 年老大 87
张小凡 林锋 4
张小凡 黑心老人 24
张小凡 法相 138
张小凡 鬼王 93
张小凡 由道玄 6
张小凡 顾忌 23
张小凡 师兄弟 9
张小凡 白痴 11
张小凡 门七脉 6
张小凡 白皙 25
张小凡 吕大信 16
张小凡 张口 14
张小凡 位师叔 4
张小凡 阴森森 4
张小凡 谢谢 5
张小凡 呼唤 7
张小凡 敬畏 6
张小凡 白云 16
张小凡 碧瑶 917
张小凡 齐昊 269
张小凡 毛猴子 10
张小凡 黄光 4
张小凡 文敏 27
张小凡 法善 22
张小凡 燕虹 37
张小凡 张少侠 6
张小凡 任凭 12
张小凡 乾乾净净 4
张小凡 小溪 6
张小凡 碧水潭 16
张小凡 红石 15
张小凡 灵儿 33
张小凡 明黄 5
张小凡 闻言 10
张小凡 小竹峰 65
张小凡 龙吟 8
张小凡 青龙 14
张小凡 门镇山 13
张小凡 大黄 308
张小凡 石大哥 10
张小凡 蓝光 19
张小凡 玄青 40
张小凡 林惊羽 359
张小凡 玄火鉴 45
张小凡 如玉 9
张小凡 和善 6
张小凡 静谧 13
张小凡 白玉 9
张小凡 阳光 35
张小凡 曾叔常 28
张小凡 宋大仁 408
张小凡 高飞 6
张小凡 冷若冰霜 23
张小凡 师伯师 5
张小凡 余光 30
张小凡 杜必 13
张小凡 神僧 10
张小凡 麻木 9
张小凡 门小 4
张小凡 许久以前 4
张小凡 呼啸而过 5
张小凡 老爹 6
张小凡 苍松 84
张小凡 和蔼 5
张小凡 严令 4
张小凡 老七 13
张小凡 小周 8
张小凡 宁死 6
张小凡 常箭 25
张小凡 金光 16
张小凡 玉清境 9
张小凡 王掌柜 4
张小凡 那小女孩 17
张小凡 松柏 4
张小凡 和尚 27
张小凡 何大智 67
张小凡 水花四溅 9
张小凡 高僧 4
张小凡 杜必书 143
张小凡 门师伯 12
张小凡 黄澄澄 5
张小凡 小二哥 6
张小凡 小师弟 113
张小凡 巨石 19
张小凡 玉清殿 46
张小凡 慈祥 8
张小凡 吴大义 18
张小凡 铁青 15
张小凡 爱狗 5
张小凡 满天飞 6
张小凡 张师弟 53
张小凡 黄狗 10
张小凡 阴晴不定 5
张小凡 不免有些 7
张小凡 晋级 4
张小凡 古木 6
张小凡 冷冷道 20
张小凡 小妹妹 4
张小凡 万幸 10
张小凡 红光 36
张小凡 明王 5
张小凡 波涛 4
张小凡 水月 69
张小凡 古剑 8
张小凡 李洵 28
张小凡 英俊 26
张小凡 玄师伯 4
张小凡 普空 10
张小凡 龙峰 12
张小凡 师伯 9
张小凡 修真 24
张小凡 小山 8
张小凡 后跃开 5
张小凡 高耸 5
张小凡 老僧 5
张小凡 和灵儿 5
张小凡 戈壁 9
张小凡 望天 5
张小凡 老祖 6
张小凡 小兄弟 13
张小凡 小白 54
张小凡 田师兄 9
张小凡 冷笑 42
张小凡 钟鼎 15
张小凡 凌空 13
张小凡 修真之 9
张小凡 老三 26
张小凡 巨柱 6
张小凡 砰砰 9
张小凡 寒冰 4
张小凡 曲伸 5
张小凡 强自忍 8
张小凡 东张西望 13
张小凡 上官策 14
张小凡 霍地 6
张小凡 美的 6
张小凡 苏茹 197
张小凡 白胡子 33
张小凡 门师叔 4
张小凡 齐声 5
张小凡 宝剑 5
张小凡 段时间 14
张小凡 雷声 7
张小凡 白光 48
张小凡 静静 4
张小凡 余勇 4
张小凡 沙滩 9
张小凡 李师兄 4
张小凡 刘镐 61
张小凡 汪汪 14
张小凡 古鼎 9
张小凡 仰天长啸 5
张小凡 萧逸才 16
张小凡 向前走 39
张小凡 张开 25
张小凡 森森 7
张小凡 鬼气森森 15
张小凡 灵尊 10
张小凡 师叔 27
张小凡 小环 16
张小凡 曾书书 9
水花四溅 张小凡 9
小周 张小凡 8
小周 碧瑶 4
小周 鬼王 12
小周 田灵儿 6
孟骥 萧逸才 4
孟骥 玉阳子 54
杜必书 张大 5
杜必书 青龙 7
杜必书 明白 4
杜必书 大黄 53
杜必书 张小凡 143
杜必书 小灰 23
杜必书 田不易 84
杜必书 吕大信 12
杜必书 宋大仁 177
杜必书 黄狗 4
杜必书 师兄弟 4
杜必书 道红光 6
杜必书 小师弟 67
杜必书 段时间 7
杜必书 余光 4
杜必书 田灵儿 59
杜必书 吴大义 28
杜必书 张望 4
杜必书 红光 27
杜必书 碧瑶 12
杜必书 苏茹 22
杜必书 老远 4
杜必书 花白 6
杜必书 齐昊 5
杜必书 向前走 6
杜必书 小凡 5
杜必书 陆雪琪 7
杜必书 文敏 6
杜必书 毛巾 4
杜必书 师兄 131
杜必书 师娘 33
杜必书 何大智 73
杜必书 年老大 18
黄澄澄 张小凡 5
黄澄澄 苏茹 4
玄光 玉阳子 6
玄光 萧逸才 4
玉清殿 青龙 4
玉清殿 门镇山 4
玉清殿 水月 29
玉清殿 林惊羽 15
玉清殿 小竹峰 12
玉清殿 李洵 20
玉清殿 恩师 4
玉清殿 宋大仁 19
玉清殿 田师叔 4
玉清殿 王二叔 10
玉清殿 李师兄 4
玉清殿 苏师叔 6
玉清殿 玉清 5
玉清殿 田不易 38
玉清殿 苏茹 32
玉清殿 幽姬 6
玉清殿 碧水潭 8
玉清殿 法相 6
玉清殿 陆雪琪 41
玉清殿 师姐 4
玉清殿 苍松 12
玉清殿 冷笑 4
玉清殿 常箭 5
玉清殿 石阶 22
玉清殿 张小凡 46
玉清殿 曾叔常 5
玉清殿 门七脉 6
玉清殿 位师叔 4
玉清殿 齐昊 12
玉清殿 墨绿 8
玉清殿 道玄真人 96
玉清殿 文敏 29
玉清殿 法善 4
玉清殿 庄严肃穆 6
玉清殿 萧逸才 57
玉清殿 师兄 33
玉清殿 云易岚 16
玉清殿 兽神 4
玉清殿 鬼王 12
玉清殿 普泓 33
玉清殿 钟鼎之 4
玉清殿 谷谷主 4
吴大义 田不易 16
吴大义 苏茹 9
吴大义 师兄 37
吴大义 张小凡 18
吴大义 田灵儿 8
吴大义 老三 4
吴大义 宋大仁 37
吴大义 吕大信 16
吴大义 杜必书 28
吴大义 老六杜 5
吴大义 老二 15
吴大义 何大智 38
张望 野狗道人 14
张望 大黄 12
张望 安静 9
张望 林惊羽 5
张望 上官策 4
张望 周一仙 32
张望 宋大仁 5
张望 杜必书 4
张望 张小凡 19
张望 小灰 64
张望 苏茹 4
张望 陆雪琪 8
张望 小白 9
张望 向前走 8
张望 田不易 4
张望 小环 17
那姓范 田不易 6
满天飞 碧瑶 10
满天飞 张小凡 6
痴儿 普泓 10
痴儿 法相 4
痴儿 归隐 4
兰花 陆雪琪 6
兰花 田灵儿 6
贝壳 普泓 6
贝壳 须弥山 4
静竹轩 小竹峰 4
静竹轩 师姐 6
灵符 周一仙 4
马前卒 鬼王 5
俊逸 齐昊 4
龙阙 青龙 4
龙阙 伏龙鼎 8
龙阙 黄鸟 4
龙阙 鬼王 6
龙阙 红光 10
阿弥佗 普泓 5
阿弥佗 法相 6
以天 陆雪琪 6
李师兄 曾书书 20
李师兄 张师弟 12
李师兄 法相 16
李师兄 师姐 4
李师兄 林惊羽 4
李师兄 道玄真人 6
李师兄 李洵 47
李师兄 陆雪琪 26
李师兄 文敏 12
李师兄 张小凡 4
李师兄 云师伯 4
李师兄 萧逸才 44
李师兄 燕虹 4
李师兄 师兄 8
李师兄 田师叔 6
李师兄 雪琪 4
李师兄 明鉴 4
李师兄 玉清殿 4
巨石 野狗道人 7
巨石 小白 14
巨石 水月 6
巨石 陆雪琪 12
巨石 寒冰 7
巨石 张小凡 19
巨石 龙飞凤舞 7
巨石 齐昊 7
巨石 石洞 9
巨石 石柱 4
巨石 鬼王 6
巨石 阴森森 6
巨石 雪琪 4
古巫族 云易岚 8
古巫族 上官策 5
古巫族 侍奉 4
空逸 鬼先生 6
空逸 光辉 9
常箭 萧逸才 4
常箭 宋大仁 16
常箭 田不易 12
常箭 苏茹 6
常箭 张师弟 4
常箭 林惊羽 6
常箭 道玄真人 5
常箭 玉清殿 5
常箭 张小凡 25
常箭 师兄 26
金光 铃铃 4
金光 林惊羽 6
金光 罗汉 8
金光 伏魔 4
金光 普泓 24
金光 诸佛 4
金光 小灰 15
金光 普智 5
金光 云易岚 6
金光 陆雪琪 4
金光 小白 12
金光 凌空 6
金光 雷鸣 5
金光 石头 47
金光 金光灿灿 6
金光 白昼 8
金光 金黄 6
金光 玄蛇 10
金光 白云 4
金光 法相 55
金光 黑云 6
金光 张小凡 16
金光 高僧 10
金光 云霄 8
金光 伏龙鼎 7
金光 碧瑶 4
金光 道玄真人 6
金光 大了些 6
金光 庄严肃穆 21
金光 金刚 4
金光 萧逸才 4
金光 任凭 6
金光 金莲 4
金光 红光 4
那老僧 普泓 4
那老僧 老僧 4
艾许 师兄 5
苍天 道玄真人 6
苍天 田不易 4
松枝 何大智 4
修真 黑心老人 6
修真 法相 6
修真 老祖 12
修真 张小凡 24
修真 普智 7
修真 金刚 5
修真 齐昊 11
修真 师兄 10
修真 于正邪 6
修真 鬼王 9
修真 石头 6
厉雷 普泓 8
小山 玄蛇 6
小山 小灰 10
小山 小白 4
小山 苍松 4
小山 小溪 4
小山 张小凡 8
小山 石室中 6
祖孙 金瓶儿 4
祖孙 碧瑶 6
祖孙 周一仙 10
祖孙 石头 4
黑森林 巨吼 4
黑森林 金瓶儿 43
黑森林 明白 4
黑森林 曾书书 4
黑森林 李洵 10
黑森林 陆雪琪 6
龙卷风 玄蛇 4
龙卷风 黄鸟 4
龙卷风 小白 6
玉清 萧逸才 6
玉清 水月 6
玉清 玉清殿 5
苏茹 小竹峰 46
苏茹 青龙 6
苏茹 大黄 17
苏茹 林惊羽 15
苏茹 端木老祖 6
苏茹 白玉 4
苏茹 宋大仁 108
苏茹 田师叔 20
苏茹 余光 11
苏茹 杜必 15
苏茹 百毒子 6
苏茹 申天斗 6
苏茹 玉清殿 32
苏茹 小凡 63
苏茹 吴大义 9
苏茹 陆雪琪 87
苏茹 田灵儿 111
苏茹 苍松 85
苏茹 言语 4
苏茹 师娘 108
苏茹 老七 6
苏茹 商正梁 6
苏茹 老夫 4
苏茹 安静 8
苏茹 石阶 5
苏茹 师姐 65
苏茹 张嘴 6
苏茹 张小凡 197
苏茹 徐徐 6
苏茹 杜必书 22
苏茹 黄澄澄 4
苏茹 小师弟 5
苏茹 墨雪 8
苏茹 何大智 11
苏茹 铁青 6
苏茹 张望 4
苏茹 玉树临风 4
苏茹 大了些 4
苏茹 道玄真人 15
苏茹 昌合 6
苏茹 兽神 6
苏茹 鬼王 12
苏茹 冷冷道 12
苏茹 明白 23
苏茹 水月 132
苏茹 常箭 6
苏茹 师叔你 4
苏茹 玄师伯 6
苏茹 冰雪聪明 4
苏茹 恩师 18
苏茹 吸血老妖 18
苏茹 田不易 632
苏茹 云易岚 5
苏茹 师兄 209
苏茹 冷笑 7
苏茹 钟鼎 6
苏茹 雪琪 4
苏茹 齐鸣 6
苏茹 曾叔常 6
苏茹 师兄弟 6
苏茹 白皙 4
苏茹 白胡子 4
苏茹 顾忌 5
苏茹 静静 5
苏茹 齐昊 45
苏茹 墨绿 26
苏茹 文敏 27
苏茹 苏师叔 15
苏茹 萧逸才 58
苏茹 金钗 4
苏茹 大仁 18
苏茹 师叔 35
苏茹 灵儿 34
连克 田灵儿 4
厉啸 萧逸才 4
厉啸 兽神 8
厉啸 玉阳子 4
碧玉 普智 8
那柄天 陆雪琪 4
毛巾 杜必书 4
黄口小儿 鬼王 4
红影闪 小灰 4
白昼 金光 8
白昼 望月 4
王座 鬼王 4
王座 碧瑶 4
巨吼 黑森林 4
石柱 小灰 17
石柱 巨石 4
石柱 阳光 4
石柱 白玉石 6
石柱 祖先 4
石柱 石头 6
敬若天神 大巫师 4
巨鼎 仰天长啸 6
巨鼎 黑云 6
鄂然 鬼王 4
谷主之 云易岚 4
归依 周一仙 6
师伯师 张师弟 6
师伯师 张小凡 5
师伯师 门师伯 4
德望 普泓 4
寒冰 黑布 4
寒冰 大巫师 14
寒冰 安静 16
寒冰 容颜 6
寒冰 张小凡 4
寒冰 石室里 35
寒冰 碧瑶 143
寒冰 宗内 6
寒冰 鬼先生 51
寒冰 普德 6
寒冰 宗里 5
寒冰 余光 4
寒冰 光辉 10
寒冰 白光 14
寒冰 静静 8
寒冰 小灰 15
寒冰 巨石 7
寒冰 幽姬 18
寒冰 齐昊 38
寒冰 陆雪琪 4
寒冰 小白 28
寒冰 空旷 6
寒冰 鬼王 141
寒冰 石室中 66
寒冰 石头 6
强自忍 碧瑶 10
强自忍 张小凡 8
美的 李洵 4
美的 容颜 4
美的 陆雪琪 4
美的 张小凡 6
苟且 田灵儿 4
子孙 熊神 4
云霄 金石 4
云霄 兽神 5
云霄 金光 8
齐声 小竹峰 4
齐声 阴灵 12
齐声 师姐 4
齐声 张小凡 5
吕师叔 燕虹 10
吕师叔 李洵 12
吕师叔 吕顺 6
吕师叔 师叔 6
玉冰盘 师叔 4
玉冰盘 普智 8
玉冰盘 普泓 4
玉冰盘 光辉 8
玉冰盘 法相 4
浮屠 普空 8
浮屠 神僧 4
浮屠 金钵 10
雷声 师姐 4
雷声 陆雪琪 4
雷声 黑云 19
雷声 张小凡 7
雷声 静默 5
雷声 乌云 12
雷声 光辉 5
黑虎 阴森 4
黑虎 玲珑 10
黑虎 兽神 4
黑虎 古老 4
黑虎 冷笑 4
苏如师叔 雪琪 4
灵光 萧逸才 4
灵光 法相 4
莫测 玄火鉴 4
莫测 鬼先生 4
莫测 玉阳子 4
莫测 小环 6
莫测 李洵 4
神剑剑 陆雪琪 4
仰天长啸 道玄真人 6
仰天长啸 张小凡 5
仰天长啸 田不易 6
仰天长啸 巨鼎 6
仰天长啸 张开 4
仰天长啸 兽神 7
仰天长啸 殷红 4
天成 师兄 160
天成 田不易 6
天成 和道玄 8
天成 和万剑 7
天成 门师伯 32
天成 子师 6
天成 水月 25
天成 子师伯 118
天成 伯祖 6
天成 陆雪琪 17
天成 万师弟 8
天成 玄掌 5
天成 玄师伯 6
天成 静默 8
小姑娘 野狗道人 4
小姑娘 小灰 5
小姑娘 鬼先生 8
小姑娘 周一仙 11
小姑娘 田灵儿 4
小姑娘 小白 6
小姑娘 小环 24
凡夫俗子 万人往 4
凡夫俗子 碧瑶 8
凡夫俗子 周一仙 4
凡夫俗子 兽神 4
凡夫俗子 小环 4
玉佩 文雅 4
鬼厉顺 小白 4
曾书书 金瓶儿 7
曾书书 小竹峰 4
曾书书 李师兄 20
曾书书 法相 42
曾书书 师姐 19
曾书书 水月 4
曾书书 林惊羽 44
曾书书 李洵 87
曾书书 张小凡 9
曾书书 曾叔常 11
曾书书 轩辕剑 4
曾书书 黑森林 4
曾书书 小灰 9
曾书书 萧逸才 11
曾书书 齐昊 6
曾书书 陆雪琪 101
曾书书 文敏 43
曾书书 师兄 20
曾书书 云师伯 8
曾书书 云易岚 14
曾书书 林师弟 4
曾书书 门师伯 4
野狗道人 金瓶儿 15
野狗道人 明白 15
野狗道人 大黄 11
野狗道人 老家伙 5
野狗道人 祖孙二人 4
野狗道人 鬼厉顿 4
野狗道人 周一仙 564
野狗道人 阴晴不定 4
野狗道人 吸血老妖 35
野狗道人 鬼先生 56
野狗道人 孙女 15
野狗道人 小灰 51
野狗道人 田不易 8
野狗道人 碧瑶 9
野狗道人 刘镐 40
野狗道人 蓝光 9
野狗道人 陆雪琪 7
野狗道人 小白 14
野狗道人 田灵儿 21
野狗道人 冷笑 7
野狗道人 鬼气森森 15
野狗道人 林子 13
野狗道人 双耳 6
野狗道人 老夫 10
野狗道人 老三 13
野狗道人 年老大 46
野狗道人 黄光闪 4
野狗道人 小环 695
野狗道人 林锋 4
野狗道人 安静 8
野狗道人 师姐 4
野狗道人 早夭 4
野狗道人 巨猿 4
野狗道人 张小凡 146
野狗道人 万人往 4
野狗道人 黄光 4
野狗道人 白皙 9
野狗道人 宗里 4
野狗道人 巨石 7
野狗道人 小妞 4
野狗道人 张望 14
野狗道人 白光 6
野狗道人 高僧 6
野狗道人 荆棘 4
野狗道人 祖传 4
野狗道人 齐昊 14
野狗道人 言辞 6
野狗道人 向前走 4
野狗道人 过敏 4
野狗道人 任凭 10
野狗道人 小姑娘 4
野狗道人 鬼王 20
野狗道人 红光 11
向楚 张小凡 6
呼啸声 阴灵 4
呼啸声 陆雪琪 6
呼啸声 张小凡 13
那丫头 水月 8
那丫头 田不易 4
那丫头 陆雪琪 7
那丫头 文敏 5
於耳 碧瑶 5
於耳 鬼王 4
铃中 碧瑶 4
中锐芒 小灰 6
沙尘 周一仙 4
沙尘 容颜 4
沙尘 普智 4
敬佩 田不易 7
敬佩 齐昊 7
敬佩 道玄真人 5
敬佩 陆雪琪 4
敬佩 张小凡 5
仰天 小灰 7
仰天 法相 4
仰天 道玄真人 8
仰天 张小凡 8
仰天 兽神 4
山呼海啸 龙吟 8
小灰 张大 4
小灰 野狗道人 51
小灰 大巫师 16
小灰 龙吟 6
小灰 青龙 4
小灰 大黄 561
小灰 玄青 6
小灰 玄火鉴 5
小灰 如玉 8
小灰 凤鸣 6
小灰 宋大仁 38
小灰 红色光 7
小灰 花生米 4
小灰 中锐芒 6
小灰 黄狗 8
小灰 张开嘴巴 4
小灰 冷若冰霜 11
小灰 余光 10
小灰 小凡 13
小灰 蓝光 4
小灰 陆雪琪 121
小灰 雷啸 4
小灰 田灵儿 55
小灰 灵猴 19
小灰 黄鸟 45
小灰 石头 4
小灰 毛发 21
小灰 林子 6
小灰 殷红 8
小灰 杨花 4
小灰 言语 4
小灰 小环 238
小灰 李洵 4
小灰 玄蛇 24
小灰 香甜 6
小灰 白光 10
小灰 冷风吹 4
小灰 翠绿 4
小灰 安静 92
小灰 修竹 6
小灰 周一仙 86
小灰 张嘴 14
小灰 张小凡 465
小灰 高昂 4
小灰 白发 9
小灰 杜必书 23
小灰 小猴子 13
小灰 双眉 4
小灰 光辉 23
小灰 张望 64
小灰 爱狗 5
小灰 叶子 6
小灰 容颜 4
小灰 阴晴不定 6
小灰 小镇 4
小灰 张头 6
小灰 凤凰 6
小灰 师兄 14
小灰 兽神 29
小灰 鬼王 64
小灰 青翠 6
小灰 曾几何时 7
小灰 红光 34
小灰 金瓶儿 108
小灰 谷里 4
小灰 明白 35
小灰 石洞 4
小灰 向前走 40
小灰 展颜 4
小灰 金光 15
小灰 石室里 4
小灰 鬼先生 47
小灰 小山 10
小灰 道红光 4
小灰 白布 7
小灰 田不易 33
小灰 向天 4
小灰 老远 8
小灰 幽姬 4
小灰 望天 8
小灰 蔚蓝 7
小灰 师姐 6
小灰 小白 403
小灰 仰天 7
小灰 颜大悦 4
小灰 红影闪 4
小灰 修真之 11
小灰 黑布 18
小灰 石柱 17
小灰 老虎 6
小灰 巨猴 7
小灰 寒冰 15
小灰 东张西望 32
小灰 布阵 4
小灰 顾忌 6
小灰 秀眉 4
小灰 白皙 18
小灰 张口 21
小灰 阴森森 4
小灰 谢谢 9
小灰 石室中 7
小灰 伏龙鼎 32
小灰 段时间 11
小灰 哈欠 8
小灰 白云 6
小灰 碧瑶 32
小灰 荆棘 6
小灰 毛猴子 37
小灰 满怀 4
小灰 汪汪 23
小灰 庄严肃穆 4
小灰 任凭 12
小灰 张开 20
小灰 小姑娘 5
小灰 乾乾净净 8
小灰 小溪 4
小灰 曾书书 9
小灰 闻言 7
寻思 金瓶儿 7
寻思 李洵 4
寻思 萧逸才 4
寻思 鬼王 4
寻思 张小凡 6
小家伙 田不易 6
颜大悦 大黄 6
颜大悦 小灰 4
言语 大巫师 4
言语 法相 16
言语 水月 7
言语 周一仙 5
言语 张小凡 17
言语 碧瑶 12
言语 普泓 12
言语 吸血老妖 9
言语 苏茹 4
言语 小灰 4
言语 田不易 5
言语 普德 6
言语 陆雪琪 14
言语 小白 8
言语 师兄 6
言语 鬼王 9
言语 石头 6
言语 小环 8
言语 鬼先生 7
于正邪 修真 6
于正邪 老祖 6
石头 大巫师 8
石头 明白 4
石头 金光 47
石头 周一仙 19
石头 阳光 4
石头 宋大仁 6
石头 修真 6
石头 小白 14
石头 祖孙 4
石头 小姐 6
石头 小灰 4
石头 田不易 10
石头 金瓶儿 22
石头 寒冰 6
石头 苍松 4
石头 石洞 16
石头 凌空 4
石头 言语 6
石头 师娘 4
石头 金光灿灿 4
石头 小环 4
石头 李洵 11
石头 师傅 5
石头 须弥山 4
石头 安静 4
石头 法相 6
石头 张小凡 309
石头 碧瑶 158
石头 巴掌 11
石头 普智 7
石头 王掌柜 8
石头 冷清 4
石头 高僧 4
石头 金刚 11
石头 燕虹 14
石头 向东 4
石头 任凭 6
石头 石柱 6
石头 鬼王 6
齐聚 玄木 4
商正梁 曾叔常 17
商正梁 小竹峰 5
商正梁 田不易 49
商正梁 水月 14
商正梁 道玄真人 17
商正梁 楚誉宏 4
商正梁 张小凡 12
商正梁 田灵儿 14
商正梁 苍松 21
商正梁 齐昊 4
商正梁 萧逸才 5
商正梁 师兄 19
商正梁 苏茹 6
钟爱 云易岚 6
天香居 上官策 4
天香居 云易岚 6
毛猴子 小灰 37
毛猴子 金瓶儿 20
毛猴子 张小凡 10
毛猴子 鬼王 8
毛猴子 小白 6
毛猴子 黄狗 6
毛猴子 小环 4
金石 云霄 4
石阶 空之声 4
石阶 大黄 10
石阶 安静 4
石阶 法相 6
石阶 水月 10
石阶 林惊羽 4
石阶 静静 4
石阶 周一仙 4
石阶 田师叔 6
石阶 苏茹 5
石阶 门镇山 4
石阶 玉清殿 22
石阶 田不易 44
石阶 碧水潭 4
石阶 陆雪琪 47
石阶 文敏 12
石阶 碧水 4
石阶 大雄宝殿 4
石阶 布满 4
师姐 小竹峰 60
师姐 明白 8
师姐 门之谊 6
师姐 阴森森 4
师姐 水月 79
师姐 林惊羽 16
师姐 李洵 16
师姐 田师叔 5
师姐 李师兄 4
师姐 小灰 6
师姐 田不易 50
师姐 苏茹 65
师姐 安危 4
师姐 玉清殿 4
师姐 小凡 5
师姐 陆雪琪 236
师姐 田灵儿 133
师姐 石洞 5
师姐 古剑 4
师姐 何大智 29
师姐 师娘 22
师姐 雪琪 35
师姐 关怀 4
师姐 野狗道人 4
师姐 张小凡 289
师姐 门师伯 7
师姐 齐声 4
师姐 光辉 6
师姐 雷声 4
师姐 碧瑶 34
师姐 小诗 12
师姐 齐昊 35
师姐 容颜 6
师姐 文敏 209
师姐 宋大仁 37
师姐 静竹轩 6
师姐 燕虹 6
师姐 师兄 148
师姐 兽神 4
师姐 鬼王 6
师姐 张口 4
师姐 和灵儿 7
师姐 大仁 4
师姐 师叔 18
师姐 灵儿 35
师姐 曾书书 19
何曾 张小凡 4
通玄 普德 4
白发 小灰 9
白发 小白 6
白发 鬼王 10
徐徐 青龙 4
徐徐 苍生 4
徐徐 上官策 4
徐徐 周一仙 8
徐徐 陆雪琪 4
徐徐 张小凡 5
徐徐 鬼先生 7
徐徐 苏茹 6
徐徐 普智 4
徐徐 冷笑 4
徐徐 道玄真人 7
徐徐 云易岚 10
徐徐 容颜 5
徐徐 小白 10
徐徐 白皙 5
徐徐 鬼王 4
徐徐 青翠 6
徐徐 田不易 5
巨剑 光辉 9
巨剑 张小凡 7
白石 小竹峰 4
和欢铃 光辉 4
巨虎 宋大仁 6
连师父 师娘 4
沙沙声 张小凡 6
花白 碧瑶 6
花白 杜必书 6
麻木 张小凡 9
楚楚可怜 金瓶儿 4
巨猴 小灰 7
宁静 碧瑶 4
宁静 小白 6
宁静 青翠 4
宁静 鬼王 6
子师伯 师兄 157
子师伯 田不易 5
子师伯 和道玄 8
子师伯 天成 118
子师伯 门师伯 31
子师伯 子师 4
子师伯 水月 23
子师伯 玄掌 4
子师伯 伯祖 4
子师伯 陆雪琪 13
子师伯 万师弟 8
子师伯 玄师伯 4
子师伯 和万剑 6
子师伯 静默 8
白皙 金瓶儿 14
白皙 野狗道人 9
白皙 陆雪琪 48
白皙 张小凡 25
白皙 阳光 4
白皙 宋大仁 10
白皙 徐徐 5
白皙 苏茹 4
白皙 小灰 18
白皙 碧瑶 8
白皙 红玉 6
白皙 文敏 12
白皙 小白 20
白皙 田不易 10
白皙 凌空 6
白皙 小环 9
鬼王 张大 8
鬼王 野狗道人 20
鬼王 张小兄 4
鬼王 青龙 285
鬼王 伏龙 8
鬼王 林惊羽 11
鬼王 端木老祖 12
鬼王 包罗万象 6
鬼王 巨岩 5
鬼王 碧波 4
鬼王 於耳 4
鬼王 宗中 31
鬼王 阳光 6
鬼王 红色光 9
鬼王 百毒子 52
鬼王 小灰 64
鬼王 於奶 8
鬼王 秦无炎 29
鬼王 宗全派 6
鬼王 小凡 6
鬼王 铃铛声 4
鬼王 田灵儿 26
鬼王 苍松 175
鬼王 和蔼 8
鬼王 池中之物 4
鬼王 修罗 12
鬼王 冷一笑 8
鬼王 言语 9
鬼王 严令 12
