Source Target Weight
光辉 白光 22
光辉 碧瑶 11
光辉 凝冰 4
光辉 道玄真人 16
光辉 容颜 12
光辉 庄严肃穆 4
光辉 鬼王 13
光辉 石室中 4
谷玄火 云易岚 4
修罗 伏龙 6
修罗 鬼王 12
修罗 鬼先生 18
修罗 伏龙鼎 36
修罗 古鼎 6
小敏 水月 4
小敏 文敏 4
高昂 小灰 4
高昂 鬼王 8
杨花 小灰 4
杨花 陆雪琪 4
师叔遂 师叔 4
师叔遂 普智 6
阴冷 林惊羽 8
阴冷 道玄真人 5
阴冷 张小凡 4
玄蛇 金瓶儿 20
玄蛇 西有 8
玄蛇 花圃 4
玄蛇 林惊羽 4
玄蛇 金光 10
玄蛇 张小凡 38
玄蛇 凤鸣 4
玄蛇 宋大仁 6
玄蛇 小山 6
玄蛇 诸如 4
玄蛇 越来越近 4
玄蛇 小灰 24
玄蛇 碧瑶 16
玄蛇 陆雪琪 27
玄蛇 云彩 4
玄蛇 龙卷风 4
玄蛇 凤凰 6
玄蛇 黄鸟 103
玄蛇 雪琪 5
玄蛇 山海经 8
白羊 青龙 8
白羊 巫师 20
白羊 图麻骨 8
母老虎 师兄 4
楚誉宏 张师弟 8
楚誉宏 萧逸才 8
楚誉宏 齐昊 14
楚誉宏 道玄真人 4
楚誉宏 张小凡 33
楚誉宏 师兄 9
楚誉宏 苍松 4
楚誉宏 宋大仁 6
楚誉宏 白胡子 7
楚誉宏 商正梁 4
楚誉宏 小师弟 9
玲珑 金瓶儿 4
玲珑 黑虎 10
玲珑 上官策 6
玲珑 苍生 4
玲珑 陆雪琪 4
玲珑 玄火鉴 6
玲珑 奥秘 4
玲珑 阴森 4
玲珑 兽神 18
玲珑 古老 8
玲珑 康复 4
封印 兽神 4
封印 师兄 4
封印 水月 4
封印 上官策 4
封印 师叔 11
封印 普智 13
老六杜 师兄 6
老六杜 吕大信 5
老六杜 何大智 7
老六杜 田灵儿 8
老六杜 老二 4
老六杜 老三 4
老六杜 吴大义 5
老六杜 张小凡 4
老六杜 宋大仁 4
小猴子 小灰 13
小猴子 周一仙 5
小猴子 小环 12
小丑 苍松 6
小丑 田不易 6
小丑 冷冷道 6
雷之声 伏龙鼎 6
青紫 白光 6
普方神僧 普泓 4
阴灵 金瓶儿 6
阴灵 大巫师 6
阴灵 蓝光 16
阴灵 玄青 6
阴灵 呼啸声 4
阴灵 张小凡 66
阴灵 顾忌 6
阴灵 吸血老妖 9
阴灵 齐声 12
阴灵 白光 13
阴灵 万幸 4
阴灵 陆雪琪 39
阴灵 鬼王 4
阴灵 阳世 4
阴灵 红光 22
阴灵 小环 10
朱雀 青龙 21
朱雀 幽姬 14
朱雀 鬼王 22
朱雀 鬼先生 4
朱雀 白虎 6
紫光 金瓶儿 6
紫光 凌空 4
清辉 张小凡 4
宋大仁 小竹峰 84
宋大仁 青龙 13
宋大仁 明白 9
宋大仁 大黄 22
宋大仁 水月 49
宋大仁 林惊羽 23
宋大仁 常箭 16
宋大仁 田师叔 9
宋大仁 红光 30
宋大仁 小灰 38
宋大仁 田不易 200
宋大仁 苏茹 108
宋大仁 朱红 4
宋大仁 老远 5
宋大仁 刘镐 6
宋大仁 燕虹 4
宋大仁 小凡 25
宋大仁 陆雪琪 97
宋大仁 田灵儿 210
宋大仁 师娘 122
宋大仁 吴大义 37
宋大仁 石头 6
宋大仁 老七 10
宋大仁 雪琪 5
宋大仁 老三 6
宋大仁 年老大 21
宋大仁 敬畏 4
宋大仁 玄蛇 6
宋大仁 终於 12
宋大仁 安静 10
宋大仁 玉清境 8
宋大仁 师姐 37
宋大仁 张小凡 408
宋大仁 曾叔常 5
宋大仁 师兄弟 9
宋大仁 吕大信 16
宋大仁 张口 4
宋大仁 杜必书 177
宋大仁 巨虎 6
宋大仁 老六杜 4
宋大仁 小师弟 147
宋大仁 玉清殿 19
宋大仁 何大智 101
宋大仁 张望 5
宋大仁 师叔 10
宋大仁 余光 4
宋大仁 楚誉宏 6
宋大仁 碧瑶 17
宋大仁 齐昊 27
宋大仁 道玄真人 13
宋大仁 恩师 10
宋大仁 胡闹 4
宋大仁 黄狗 4
宋大仁 文敏 220
宋大仁 法善 4
宋大仁 白布 6
宋大仁 萧逸才 15
宋大仁 向前走 16
宋大仁 师兄 230
宋大仁 戴孝 6
宋大仁 白皙 10
宋大仁 鬼王 6
宋大仁 祝你好运 6
宋大仁 大仁 9
宋大仁 老二 8
宋大仁 林师弟 4
宋大仁 闻言 6
心醉 小白 4
师兄 陈年 6
师兄 小竹峰 48
师兄 祝福 6
师兄 大黄 13
师兄 太清 6
师兄 林惊羽 111
师兄 不提也罢 6
师兄 白胡子 5
师兄 曾书书 20
师兄 封印 4
师兄 段雷 9
师兄 静默 14
师兄 宋大仁 230
师兄 田师叔 21
师兄 普泓 53
师兄 老家伙 4
师兄 施小计 8
师兄 王二叔 6
师兄 余光 4
师兄 杜必 21
师兄 小灰 14
师兄 百毒子 4
师兄 那一剑 4
师兄 都远胜 12
师兄 小凡 23
师兄 玄火坛 4
师兄 陆雪琪 172
师兄 老爹 9
师兄 田灵儿 225
师兄 苍松 221
师兄 和蔼 11
师兄 段如山 14
师兄 冷冰冰 6
师兄 言语 6
师兄 杜必书顿 6
师兄 老七 9
师兄 商正梁 19
师兄 展颜 4
师兄 老夫 15
师兄 李洵 80
师兄 关怀 12
师兄 师伯求 6
师兄 天成 160
师兄 安静 4
师兄 玉清境 8
师兄 师姐 148
师兄 师叔你 9
师兄 母老虎 4
师兄 张小凡 565
师兄 何大智 88
师兄 杜必书 131
师兄 门师伯 52
师兄 老六杜 6
师兄 小师弟 45
师兄 普智 24
师兄 玉清殿 33
师兄 吴大义 37
师兄 楚誉宏 9
师兄 羽化登仙 5
师兄 张师弟 6
师兄 道玄真人 100
师兄 万师弟 17
师兄 通灵术 6
师兄 齐昊 210
师兄 不免有些 4
师兄 普德 6
师兄 子师伯 157
师兄 殷殷期望 4
师兄 兽神 11
师兄 鬼王 26
师兄 小凡真 6
师兄 老二 13
师兄 冷冷道 18
师兄 林师弟 8
师兄 红光 7
师兄 金瓶儿 8
师兄 明白 30
师兄 修真 10
师兄 苍生 41
师兄 水月 200
师兄 古剑 8
师兄 常箭 26
师兄 彭昌 9
师兄 程无牙 16
师兄 冷笑 34
师兄 冰雪聪明 4
师兄 恩师 17
师兄 吕顺 4
师兄 吸血老妖 10
师兄 艾许 5
师兄 小僧 6
师兄 乾笑 4
师兄 苏茹 209
师兄 玄师伯 12
师兄 连胜 11
师兄 向前走 7
师兄 云易岚 71
师兄 万师伯 8
师兄 秦无炎 52
师兄 虎视耽耽 11
师兄 师娘 36
师兄 鬼气森森 5
师兄 雪琪 29
师兄 老三 7
师兄 年老大 6
师兄 和道玄 17
师兄 那小子 6
师兄 范雄 18
师兄 法相 152
师兄 上官策 51
师兄 申天斗 9
师兄 曾叔常 68
师兄 师兄弟 6
师兄 门七脉 4
师兄 田不易 413
师兄 吕大信 7
师兄 位师叔 7
师兄 师恩 12
师兄 神僧 4
师兄 灵堂 4
师兄 敬畏 4
师兄 爱戴 6
师兄 碧瑶 13
师兄 李师兄 8
师兄 慧眼 7
师兄 胡闹 8
师兄 文敏 77
师兄 兴旺繁荣 6
师兄 法善 27
师兄 苏师叔 10
师兄 萧逸才 149
师兄 燕虹 37
师兄 和万剑 13
师兄 於道玄 4
师兄 灵尊 10
师兄 和灵儿 5
师兄 师叔 35
师兄 灵儿 6
师兄 谷谷主 5
师兄 闻言 5
山海经 玄蛇 8
山海经 西有 5
山海经 黄鸟 12
老狗 大黄 4
明白 金瓶儿 10
明白 小竹峰 6
明白 大黄 7
明白 野狗道人 15
明白 水月 27
明白 林惊羽 19
明白 敬畏 4
明白 李洵 10
明白 周一仙 22
明白 冰雪聪明 5
明白 文敏 10
明白 宋大仁 9
明白 田师叔 8
明白 普泓 18
明白 古老 4
明白 鬼先生 16
明白 黑森林 4
明白 小姐 6
明白 小灰 35
明白 田不易 65
明白 苏茹 23
明白 云易岚 5
明白 陆雪琪 57
明白 小白 19
明白 田灵儿 10
明白 苍松 25
明白 冷笑 8
明白 师娘 24
明白 石头 4
明白 普德 4
明白 小环 17
明白 谷中 6
明白 敬仰 5
明白 安静 5
明白 法相 15
明白 师姐 8
明白 上官策 18
明白 张小凡 86
明白 万人往 4
明白 玉阳子 6
明白 杜必书 4
明白 普智 13
明白 何大智 6
明白 碧瑶 37
明白 齐昊 9
明白 道玄真人 20
明白 恩师 4
明白 萧逸才 7
明白 师兄 30
明白 兽神 10
明白 鬼王 29
明白 师叔 13
老祖宗 金瓶儿 4
老祖宗 小白 8
老祖宗 黑心老人 9
老祖宗 吸血老妖 5
老祖宗 张小凡 11
成剑 墨绿 4
晋级 张小凡 4
师叔你 萧逸才 8
师叔你 恩师 6
师叔你 田师叔 4
师叔你 田不易 26
师叔你 苏茹 4
师叔你 门师伯 4
师叔你 水月 7
师叔你 师叔 8
师叔你 陆雪琪 32
师叔你 玄师伯 9
师叔你 师兄 9
皮坚 李洵 4
祖先 石柱 4
黑石 黑中 4
黑石 小白 6
谷道法 李洵 4
谷道法 普泓 4
阎罗殿 陆雪琪 4
恩师 小竹峰 8
恩师 明白 4
恩师 大黄 6
恩师 法相 40
恩师 水月 41
恩师 林惊羽 18
恩师 李洵 8
恩师 师叔你 6
恩师 玄师伯 12
恩师 张小凡 7
恩师 普空 6
恩师 文敏 12
恩师 田师叔 23
恩师 普泓 20
恩师 敬爱 4
恩师 宋大仁 10
恩师 门师伯 7
恩师 普智 14
恩师 玉清殿 4
恩师 苏师叔 6
恩师 田不易 66
恩师 苏茹 18
恩师 秦无炎 4
恩师 齐昊 5
恩师 道玄真人 13
恩师 云易岚 12
恩师 陆雪琪 81
恩师 苍松 15
恩师 萧逸才 52
恩师 位师叔 4
恩师 师兄 17
恩师 归隐 6
恩师 师叔便 4
恩师 雪琪 6
恩师 师叔 31
恩师 师娘 13
连鼎 伏龙鼎 6
云师伯 曾书书 8
云师伯 云易岚 4
云师伯 陆雪琪 8
云师伯 李师兄 4
云师伯 文敏 4
云师伯 门师伯 6
黄泉之下 明王 6
黄泉之下 鬼王 6
祖师爷 周一仙 4
小镇 小灰 4
小镇 鬼王 4
小镇 张小凡 10
若仙 陆雪琪 6
云霞 张开 4
云霞 沙滩 4
云霞 张小凡 11
梁子 鬼王 4
熊神 子孙 4
熊神 了骨玉 4
黑节竹 张小凡 4
白胡子 师兄 5
白胡子 田不易 18
白胡子 胡子 4
白胡子 苏茹 4
白胡子 张小凡 33
白胡子 楚誉宏 7
安危 林惊羽 6
安危 师姐 4
安危 张小凡 5
楼宇 水月 4
楼宇 小竹峰 6
楼宇 陆雪琪 6
楼宇 文敏 4
巫师 冷笑 4
巫师 大巫师 31
巫师 白羊 20
巫师 上官策 4
巫师 图麻骨 30
巫师 小白 10
巫师 青龙 20
黑布蒙 田不易 4
云易岚 金瓶儿 13
云易岚 小竹峰 8
云易岚 陆雪琪 51
云易岚 明白 5
云易岚 苍生 10
云易岚 水月 32
云易岚 李洵 121
云易岚 玄火鉴 14
云易岚 云老 4
云易岚 恩师 12
云易岚 谷主之 4
云易岚 吕顺 8
云易岚 普泓 106
云易岚 高耸 4
云易岚 谷玄火 4
云易岚 苏茹 5
云易岚 和蔼 4
云易岚 许久以前 4
云易岚 玄火坛 15
云易岚 玄火阵 4
云易岚 巨擎 6
云易岚 云师伯 4
云易岚 小白 8
云易岚 古巫族 8
云易岚 冷笑 11
云易岚 凌空 4
云易岚 徐徐 10
云易岚 老夫 16
云易岚 文敏 27
云易岚 谷中 24
云易岚 天香居 6
云易岚 曾书书 14
云易岚 法相 6
云易岚 上官策 207
云易岚 黑云 8
云易岚 张小凡 4
云易岚 陆姑娘 8
云易岚 谷一脉 8
云易岚 金光 6
云易岚 双眉 10
云易岚 玉清殿 16
云易岚 慈祥 4
云易岚 白云 4
云易岚 道玄真人 144
云易岚 容颜 18
云易岚 钟爱 6
云易岚 越传越 4
云易岚 阴晴不定 6
云易岚 法善 4
云易岚 萧逸才 12
云易岚 燕虹 4
云易岚 师兄 71
云易岚 兽神 22
云易岚 师叔 8
云易岚 谷谷主 50
生辉 陆雪琪 4
生辉 张小凡 6
过敏 野狗道人 4
过敏 周一仙 4
过敏 小环 4
凌厉攻势 林惊羽 8
凌厉攻势 道玄真人 4
那道人 苍松 4
那道人 冷笑 4
那道人 金瓶儿 6
那道人 鬼王 10
阳世 阴灵 4
殷殷期望 苍生 4
殷殷期望 师兄 4
青蓝 光辉 4
上官策 金瓶儿 21
上官策 南蛮 6
上官策 玄火坛 20
上官策 林惊羽 6
上官策 李洵 105
上官策 明尊 6
上官策 玄火鉴 15
上官策 封印 4
上官策 静默 4
上官策 吕顺 30
上官策 普泓 6
上官策 明白 18
上官策 余光 4
上官策 冷笑 16
上官策 阴森 8
上官策 陆雪琪 36
上官策 小白 74
上官策 苍松 6
上官策 古巫族 5
上官策 光辉 11
上官策 燕虹 12
上官策 徐徐 4
上官策 巫师 4
上官策 谷中 20
上官策 天香居 4
上官策 周隐 6
上官策 安静 6
上官策 法相 30
上官策 蓝光 9
上官策 张小凡 14
上官策 玲珑 6
上官策 丘陵 6
上官策 田不易 6
上官策 孙图 12
上官策 谷一 6
上官策 双眉 8
上官策 张望 4
上官策 凝冰 25
上官策 道玄真人 14
上官策 容颜 6
上官策 老夫 8
上官策 陆姑娘 4
上官策 师兄 51
上官策 兽神 4
上官策 鬼王 10
上官策 师叔 12
上官策 冷冷道 8
上官策 谷谷主 17
上官策 云易岚 207
大侠 周一仙 4
大侠 小环 4
布阵 小灰 4
温顺 大黄 4
方师叔 师叔 4
方师叔 普智 4
黄光 白光 4
黄光 野狗道人 4
黄光 张小凡 4
门小 陆雪琪 4
门小 张小凡 4
吕大信 宋大仁 16
吕大信 田不易 5
吕大信 何大智 13
吕大信 田灵儿 8
吕大信 杜必书 12
吕大信 杜必 4
吕大信 老六杜 5
吕大信 老二 4
吕大信 老三 4
吕大信 吴大义 16
吕大信 张小凡 16
吕大信 师兄 7
智深德 秦无炎 6
智深德 法相 4
胡天胡地 周一仙 4
阴森森 大巫师 4
阴森森 小灰 4
阴森森 师姐 4
阴森森 张小凡 4
阴森森 鬼王 4
阴森森 小白 4
阴森森 巨石 6
小剑 兽神 6
灵堂 苍松 8
灵堂 谷中 8
灵堂 秦无炎 20
灵堂 段如山 14
灵堂 师兄 4
灵堂 白幡如山 6
灵堂 范雄 16
灵堂 冷笑 4
灵堂 程无牙 14
灵堂 戴白 6
灵堂 霍地 4
灵堂 波涛 4
灵堂 顾忌 6
伏龙鼎 青龙 8
伏龙鼎 伏龙 18
伏龙鼎 花圃 4
伏龙鼎 连鼎 6
伏龙鼎 苍青 4
伏龙鼎 鬼先生 144
伏龙鼎 光辉 15
伏龙鼎 殷红 10
伏龙鼎 白光 13
伏龙鼎 雷之声 6
伏龙鼎 小灰 32
伏龙鼎 老远 4
伏龙鼎 幽姬 14
伏龙鼎 靈光 6
伏龙鼎 古鼎 17
伏龙鼎 修罗 36
伏龙鼎 黄鸟 32
伏龙鼎 鬼王 126
伏龙鼎 龙阙 8
伏龙鼎 红光 28
伏龙鼎 金光 7
小丫头 周一仙 12
小丫头 小环 4
松树 隆隆声 4
松树 老夫 4
哈欠 阳光 4
哈欠 小灰 8
高僧 野狗道人 6
高僧 法相 4
高僧 石头 4
高僧 金光 10
高僧 张小凡 4
普鸿 普泓 6
普鸿 老僧 4
向道玄 陆雪琪 4
向道玄 门师伯 4
满怀 小灰 4
太久 鬼王 6
任凭 野狗道人 10
任凭 小灰 12
任凭 田不易 4
任凭 小白 6
任凭 蓝光 4
任凭 金光 6
任凭 周一仙 6
任凭 张小凡 12
任凭 石头 6
和万剑 师兄 13
和万剑 子师伯 6
和万剑 天成 7
和万剑 陆雪琪 5
乾乾净净 小灰 8
乾乾净净 张小凡 4
碧水 门镇山 9
碧水 石阶 4
碧水 寒潭 8
红石 碧瑶 33
红石 安静 6
红石 张小凡 15
红石 殷红 6
明黄 张小凡 5
高悬 吕顺 4
高悬 罗汉 4
高悬 望月 4
张大 大巫师 4
张大 小灰 4
张大 田不易 5
张大 萧逸才 4
张大 杜必书 5
张大 林惊羽 8
张大 鬼王 8
张大 文敏 4
张大 张小凡 36
张大 田灵儿 6
龙吟 陆雪琪 19
龙吟 古老 4
龙吟 蓝光 6
龙吟 林惊羽 5
龙吟 碧光 4
龙吟 张小凡 8
龙吟 小灰 6
龙吟 光辉 5
龙吟 山呼海啸 8
空之声 田不易 7
空之声 大黄 4
空之声 石阶 4
空之声 兽神 4
金瓶儿 野狗道人 15
金瓶儿 大巫师 8
金瓶儿 青龙 46
金瓶儿 若雪 6
金瓶儿 西三面 4
金瓶儿 林惊羽 6
金瓶儿 周一仙 47
金瓶儿 宗中 4
金瓶儿 阳光 10
金瓶儿 小女子 8
金瓶儿 包围住 21
金瓶儿 黑森林 43
金瓶儿 余光 5
金瓶儿 玄木 10
金瓶儿 孙女 4
金瓶儿 小灰 108
金瓶儿 寻思 7
金瓶儿 那一剑 4
金瓶儿 阳寿 8
金瓶儿 苍松 199
金瓶儿 光辉 6
金瓶儿 灵猴 7
金瓶儿 石头 22
金瓶儿 林子 9
金瓶儿 小环 139
金瓶儿 玄蛇 20
金瓶儿 柳眉 5
金瓶儿 安静 12
金瓶儿 和尚 10
金瓶儿 玲珑 4
金瓶儿 法相 16
金瓶儿 阴森 4
金瓶儿 容颜 4
金瓶儿 紫光 6
金瓶儿 古洞 8
金瓶儿 师兄 8
金瓶儿 言辞 4
金瓶儿 兽神 30
金瓶儿 鬼王 146
金瓶儿 明白 10
金瓶儿 古老 10
金瓶儿 花圃 4
金瓶儿 老祖宗 4
金瓶儿 李洵 111
金瓶儿 曼妙 4
金瓶儿 楚楚可怜 4
金瓶儿 祖孙 4
金瓶儿 高耸 5
金瓶儿 望天 4
金瓶儿 燕虹 26
金瓶儿 阴灵 6
金瓶儿 云易岚 13
金瓶儿 小白 82
金瓶儿 冷笑 23
金瓶儿 凌空 5
金瓶儿 那道人 6
金瓶儿 曾书书 7
金瓶儿 秦无炎 45
金瓶儿 小东西 21
金瓶儿 小溪 13
金瓶儿 上官策 21
金瓶儿 陆雪琪 44
金瓶儿 顾忌 13
金瓶儿 秀眉 12
金瓶儿 地之远 4
金瓶儿 玉阳子 14
金瓶儿 凌厉 10
金瓶儿 白光 58
金瓶儿 越来越近 8
金瓶儿 碧瑶 15
金瓶儿 毛猴子 20
金瓶儿 法善 22
金瓶儿 白皙 14
金瓶儿 萧逸才 30
金瓶儿 向前走 14
金瓶儿 张开 4
金瓶儿 和煦 4
金瓶儿 高峰 4
金瓶儿 师叔 6
金瓶儿 闻言 8
蓝光 野狗道人 9
蓝光 龙吟 6
蓝光 青龙 9
蓝光 玄青 5
蓝光 曲伸 7
蓝光 上官策 9
蓝光 李洵 7
蓝光 凤鸣 5
蓝光 古老 5
蓝光 张小凡 19
蓝光 凌厉 4
蓝光 小灰 4
蓝光 阴灵 16
蓝光 齐昊 5
蓝光 陆雪琪 81
蓝光 小白 4
蓝光 乌云 4
蓝光 水月 4
蓝光 田不易 4
蓝光 雪琪 19
蓝光 任凭 4
林惊羽 张大 8
林惊羽 小竹峰 11
林惊羽 龙吟 5
林惊羽 青龙 11
林惊羽 秋水 6
林惊羽 寒霜 4
林惊羽 阳光 9
林惊羽 田师叔 15
林惊羽 普泓 4
林惊羽 龙凤 4
林惊羽 王二叔 19
林惊羽 李师兄 4
林惊羽 张口 4
林惊羽 申天斗 6
林惊羽 普智 11
林惊羽 冷汗 6
林惊羽 冷笑 10
林惊羽 英俊潇洒 4
林惊羽 碧水潭 6
林惊羽 小凡 48
林惊羽 陆雪琪 95
林惊羽 田灵儿 51
林惊羽 苍松 68
林惊羽 水月 9
林惊羽 师娘 5
林惊羽 展颜 7
林惊羽 阴冷 8
林惊羽 李洵 36
林惊羽 玄蛇 4
林惊羽 敬仰 4
林惊羽 终於 8
林惊羽 安静 17
林惊羽 石阶 4
林惊羽 张小凡 359
林惊羽 门师伯 6
林惊羽 玉清殿 15
林惊羽 张望 5
林惊羽 张师弟 4
林惊羽 道玄真人 110
林惊羽 玉清观 4
林惊羽 宋大仁 23
林惊羽 高强 4
林惊羽 师兄 111
林惊羽 鬼王 11
林惊羽 玉阳子 6
林惊羽 冷冷道 10
林惊羽 林师弟 25
林惊羽 金瓶儿 6
林惊羽 明白 19
林惊羽 苍生 4
林惊羽 古剑 4
林惊羽 常箭 6
林惊羽 金光 6
林惊羽 碧光 10
林惊羽 普空 4
林惊羽 恩师 18
林惊羽 龙峰 8
林惊羽 祝贺 4
林惊羽 鬼先生 16
林惊羽 碧芒 7
林惊羽 龙剑 11
林惊羽 千钧 4
林惊羽 田不易 89
林惊羽 苏茹 15
林惊羽 安危 6
林惊羽 老远 9
林惊羽 齐昊 166
林惊羽 向前走 8
林惊羽 师姐 16
林惊羽 秦无炎 22
林惊羽 凌空 16
林惊羽 砰砰 4
林惊羽 凌厉攻势 8
林惊羽 曾书书 44
林惊羽 法相 137
林惊羽 啊啊啊 4
林惊羽 老僧 5
林惊羽 上官策 6
林惊羽 曾叔常 7
林惊羽 英俊 18
林惊羽 文敏 27
林惊羽 法善 13
林惊羽 了什 4
林惊羽 萧逸才 89
林惊羽 燕虹 15
林惊羽 和煦 4
林惊羽 灵尊 5
林惊羽 师叔 12
青光如 花圃 4
如玉 小竹峰 4
如玉 小灰 8
如玉 碧瑶 9
如玉 大黄 6
如玉 陆雪琪 6
如玉 周一仙 5
如玉 张小凡 9
如玉 田灵儿 6
如玉 小环 5
阳光 和煦 37
阳光 陆雪琪 6
阳光 金瓶儿 10
阳光 花圃 4
阳光 石头 4
阳光 林惊羽 9
阳光 黑云 4
阳光 张小凡 35
阳光 哈欠 4
阳光 田不易 4
阳光 碧瑶 7
阳光 白皙 4
阳光 蔚蓝 5
阳光 小白 4
阳光 石柱 4
阳光 鬼王 6
敬爱 恩师 4
敬爱 陆雪琪 4
高飞 张小凡 6
花生米 小灰 4
温文 法善 4
容纳 水月 4
容纳 小竹峰 4
玄木 苍松 10
玄木 金瓶儿 10
玄木 齐聚 4
白幡如山 灵堂 6
阴森 金瓶儿 4
阴森 玲珑 4
阴森 黑虎 4
阴森 上官策 8
阴森 周一仙 6
阴森 古洞 4
阴森 鬼先生 6
呼啸而过 张小凡 5
檀木 普泓 4
南蛮 谷中 4
南蛮 碧瑶 8
南蛮 小姐 8
南蛮 李洵 4
南蛮 上官策 6
铃铛声 鬼王 4
老爹 曾叔常 5
老爹 师兄 9
老爹 陆雪琪 10
老爹 张小凡 6
若信 文敏 7
若信 陆雪琪 11
沙石 碧瑶 12
沙石 道玄真人 8
沙石 周一仙 6
沙石 小白 4
沙石 红光 6
灵猴 小灰 19
灵猴 金瓶儿 7
严令 田不易 7
严令 师尊 4
严令 位师叔 6
严令 碧瑶 6
严令 道玄真人 6
严令 鬼王 12
严令 张小凡 4
孙图 上官策 12
孙图 冷笑 4
孙图 吕顺 10
孙图 李洵 6
宁死 师娘 4
宁死 张小凡 6
神雷 玄刹 9
康健 陆雪琪 6
康健 法相 4
周隐 水月 4
周隐 普泓 6
周隐 上官策 6
白光 金瓶儿 58
白光 野狗道人 6
白光 大黄 4
白光 玄青 4
白光 周一仙 6
白光 鬼先生 8
白光 小灰 10
白光 小丘 8
白光 法相 6
白光 陆雪琪 25
白光 小白 10
白光 凌空 14
白光 雪琪 5
白光 寒冰 14
白光 张小凡 48
白光 黄光 4
白光 伏龙鼎 13
白光 光辉 22
白光 碧瑶 21
白光 阴灵 13
白光 青紫 6
白光 齐昊 22
白光 墨绿 6
白光 道玄真人 25
白光 文敏 4
白光 红云 6
白光 燕虹 4
白光 兽神 17
白光 森森 4
白光 鬼王 4
白光 石室中 5
白光 古木 4
白光 红光 10
林子 野狗道人 13
林子 小灰 6
林子 金瓶儿 9
林子 鬼王 4
林子 萧逸才 4
林子 燕虹 4
林子 森森 5
林子 小溪 6
林子 空旷 6
陆姑娘 小竹峰 14
陆姑娘 师娘 8
陆姑娘 老七 4
陆姑娘 李洵 4
陆姑娘 陆雪琪 17
陆姑娘 上官策 4
陆姑娘 小白 5
陆姑娘 云易岚 8
谷中众 燕虹 4
小师弟 杜必书 67
小师弟 范雄 4
小师弟 程无牙 6
小师弟 张小凡 113
小师弟 段如山 4
小师弟 何大智 32
小师弟 楚誉宏 9
小师弟 田不易 21
小师弟 苏茹 5
小师弟 宋大仁 147
小师弟 小凡 9
小师弟 陆雪琪 7
小师弟 田灵儿 38
小师弟 顾全 4
小师弟 师兄 45
小师弟 师娘 10
小师弟 红光 6
段如山 冷笑 8
段如山 霍地 4
段如山 明里暗里 4
段如山 师兄 14
段如山 灵堂 14
段如山 吸血老妖 4
段如山 范雄 22
段如山 秦无炎 16
段如山 那小印 4
段如山 端木老祖 4
段如山 小师弟 4
段如山 程无牙 26
段如山 老三 6
段如山 百毒子 4
大摇特 田不易 4
殷红 仰天长啸 4
殷红 红石 6
殷红 普智 6
殷红 道玄真人 8
殷红 陆雪琪 11
殷红 张小凡 23
殷红 小灰 8
殷红 兽神 4
殷红 小白 6
殷红 鬼先生 4
殷红 伏龙鼎 10
殷红 光辉 6
殷红 红光 4
殷红 师叔 6
宗从 鬼王 4
爱狗 大黄 6
爱狗 张小凡 5
爱狗 小灰 5
容颜 小竹峰 8
容颜 金瓶儿 4
容颜 安静 5
容颜 若雪 6
容颜 师姐 6
容颜 清辉如 4
容颜 秋水 4
容颜 上官策 6
容颜 张小凡 31
容颜 美的 4
容颜 普泓 4
容颜 沙尘 4
容颜 普智 6
容颜 光辉 12
容颜 小灰 4
容颜 碧瑶 28
容颜 田灵儿 7
容颜 云易岚 18
容颜 陆雪琪 52
容颜 寒冰 6
容颜 小白 4
容颜 兽神 10
容颜 徐徐 5
容颜 田不易 11
容颜 小环 9
容颜 鬼先生 5
玉清观 林惊羽 4
玉清观 师娘 6
阴晴不定 野狗道人 4
阴晴不定 小灰 6
阴晴不定 碧瑶 5
阴晴不定 云易岚 6
阴晴不定 陆雪琪 5
阴晴不定 小白 4
阴晴不定 田不易 7
阴晴不定 张小凡 5
阴晴不定 小环 9
木纳 鬼王 6
古洞 金瓶儿 8
古洞 阴森 4
古洞 大巫师 8
古洞 小白 4
靈光 伏龙鼎 6
张口 小灰 21
张口 师姐 4
张口 林惊羽 4
张口 陆雪琪 8
张口 周一仙 8
张口 文敏 6
张口 小白 8
张口 宋大仁 4
张口 张小凡 14
张口 小环 5
张口 田灵儿 4
兴旺繁荣 师兄 6
林师弟 师兄 8
林师弟 法相 20
林师弟 齐昊 30
林师弟 林惊羽 25
林师弟 文敏 6
林师弟 苍松 5
林师弟 萧逸才 16
林师弟 宋大仁 4
林师弟 师叔 7
林师弟 普智 6
林师弟 曾书书 4
红光 野狗道人 11
红光 大巫师 16
红光 青龙 4
红光 盛怒 4
红光 花圃 6
红光 金光 4
红光 红色光 15
红光 吸血老妖 21
红光 古老 4
红光 道红光 7
红光 田灵儿 32
红光 小灰 34
红光 幽姬 10
红光 冷笑 5
红光 沙石 6
红光 凌空 5
红光 黄鸟 4
红光 殷红 4
红光 老三 6
红光 年老大 29
红光 小环 13
红光 师兄 7
红光 张小凡 36
红光 宋大仁 30
红光 小师弟 6
红光 何大智 6
红光 白光 10
红光 金青 4
红光 碧瑶 10
红光 沙滩 4
红光 龙阙 10
红光 阴灵 22
红光 杜必书 27
红光 伏龙鼎 28
红光 鬼王 46
红光 鬼先生 13
门之谊 师姐 6
山涧 小溪 6
水月 封印 4
水月 小竹峰 189
水月 田师伯 10
水月 冷冰冰 11
水月 蓝光 4
水月 林惊羽 9
水月 李洵 18
水月 那丫头 8
水月 玄师伯 17
